File Number	All Scores Equal	RMSE
150	58.82352941176471	34.32046027250401
151	59.21568627450981	34.213790702661605
152	59.6078431372549	34.11129621350499
153	60.0	34.01301454384616
154	60.3921568627451	33.918982317290066
155	60.78431372549019	33.829234967631365
156	61.1764705882353	33.74380668444662
157	61.568627450980394	33.662730350810186
158	61.96078431372549	33.5860374817058
159	62.35294117647059	33.51375817021694
160	62.745098039215684	33.445921033329135
161	63.13725490196078	33.38255315160702
162	63.52941176470588	33.32368002050583
163	63.921568627450974	33.26932550096897
164	64.31372549019608	33.21951177185723
165	64.70588235294117	33.17425929234767
166	65.09803921568627	33.133586746655055
167	65.49019607843137	33.097511020800724
168	65.88235294117646	33.06604716504901
169	66.27450980392156	33.03920834743887
170	66.66666666666666	33.017005853064
171	67.05882352941175	32.99944903553228
172	67.45098039215686	32.98654531673825
173	67.84313725490196	32.97830015553143
174	68.23529411764706	32.974717047544225
175	68.62745098039215	32.9757975119196
176	69.01960784313725	32.981541092998825
177	69.41176470588235	32.99194535321716
178	69.80392156862744	33.007005884384526
179	70.19607843137254	33.02671631826376
180	70.58823529411765	33.051068334762384
181	70.98039215686275	33.08005168271543
182	71.37254901960785	33.11365420210086
183	71.76470588235294	33.15186184738641
184	72.15686274509804	33.19465871770741
185	72.54901960784314	33.24202708369096
186	72.94117647058823	33.29394743826083
187	73.33333333333333	33.35039851860452
188	73.72549019607844	33.411357362882924
189	74.11764705882354	33.476799342874145
190	74.50980392156863	33.54669822179841
191	74.90196078431373	33.62102620432285
192	75.29411764705883	33.69975398094779
193	75.68627450980392	33.782850795165764
194	76.07843137254902	33.870284487212274
195	76.47058823529412	33.96202156510435
196	76.86274509803923	34.05802724995937
197	77.25490196078432	34.15826555338925
198	77.64705882352942	34.26269932691522
199	78.03921568627452	34.37129032690938
200	78.43137254901961	34.483999278600855
201	78.82352941176471	34.600785940129676
202	79.2156862745098	34.72160916676744
203	79.6078431372549	34.84642697250036
204	80.0	34.97519658654537
205	80.3921568627451	35.10787452771056
206	80.7843137254902	35.244416653374536
207	81.17647058823529	35.38477823900376
208	81.56862745098039	35.52891400816348
209	81.96078431372548	35.67677822049165
210	82.35294117647058	35.82832471267303
211	82.74509803921568	35.98350696183132
212	83.13725490196079	36.14227813705789
213	83.52941176470588	36.304591151133664
214	83.92156862745098	36.4703987109619
215	84.31372549019608	36.63965337977913
216	84.70588235294117	36.812307608710825
217	85.09803921568627	36.988313793211745
218	85.49019607843137	37.16762430997919
219	85.88235294117646	37.350191572905125
220	86.27450980392157	37.535968061932834
221	86.66666666666667	37.72490636029081
222	87.05882352941177	37.9169592108382
223	87.45098039215686	38.112079522505816
224	87.84313725490196	38.31022042625044
225	88.23529411764706	38.51133530555524
226	88.62745098039215	38.715377807462
227	89.01960784313725	38.92230189215053
228	89.41176470588236	39.13206184564458
229	89.80392156862746	39.34461231264903
230	90.19607843137256	39.55990831418269
231	90.58823529411765	39.77790527049057
232	90.98039215686275	39.99855901855319
233	91.37254901960785	40.221825833638896
234	91.76470588235294	40.44766244512511
235	92.15686274509804	40.676026047470835
236	92.54901960784314	40.906874324408264
237	92.94117647058823	41.14016544413721
238	93.33333333333333	41.375858088136546
239	93.72549019607843	41.61391145369319
240	94.11764705882352	41.85428525743719
241	94.50980392156862	42.096939749107214
242	94.90196078431372	42.34183572108226
243	95.29411764705881	42.588934503210936
244	95.68627450980392	42.83819797781021
245	96.07843137254902	43.089588581661666
246	96.47058823529412	43.343069295294065
247	96.86274509803921	43.598603671731645
248	97.25490196078431	43.85615580393728
249	97.6470588235294	44.115690360372454
250	98.0392156862745	44.377172555710324
251	98.4313725490196	44.64056816487255
252	98.82352941176471	44.905843518851334
253	99.2156862745098	45.172965498980936
254	99.6078431372549	45.4419015457765
255	100.0	45.712619638072596
